"TIME","GEO","SEX","AGE","ISCED11","UNIT","Value","Flag and Footnotes"
"2006","Czech Republic","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.4",""
"2006","Czech Republic","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Czech Republic","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.8",""
"2006","Czech Republic","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","26.3",""
"2006","Czech Republic","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.1",""
"2006","Czech Republic","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.2",""
"2006","Czech Republic","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Czech Republic","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.9",""
"2006","Czech Republic","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","23.2",""
"2006","Czech Republic","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.1",""
"2006","Czech Republic","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.8",""
"2006","Czech Republic","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Denmark","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","3.9",""
"2006","Denmark","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.6",""
"2006","Denmark","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","3.1",""
"2006","Denmark","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.3",""
"2006","Denmark","Total","From 15 to 74 years","No response","Percentage",":","u"
"2006","Denmark","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","3.3",""
"2006","Denmark","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.1",""
"2006","Denmark","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","2.6",""
"2006","Denmark","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.7",""
"2006","Denmark","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Denmark","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.5",""
"2006","Denmark","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.1",""
"2006","Denmark","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","3.9",""
"2006","Denmark","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.8",""
"2006","Denmark","Females","From 15 to 74 years","No response","Percentage",":","u"
"2006","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.3",""
"2006","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","18.7",""
"2006","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.9",""
"2006","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.8",""
"2006","Germany (until 1990 former territory of the FRG)","Total","From 15 to 74 years","No response","Percentage",":","u"
"2006","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.3",""
"2006","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","19.7",""
"2006","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.2",""
"2006","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.5",""
"2006","Germany (until 1990 former territory of the FRG)","Males","From 15 to 74 years","No response","Percentage",":","u"
"2006","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","10.2",""
"2006","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","17.5",""
"2006","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.6",""
"2006","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.3",""
"2006","Germany (until 1990 former territory of the FRG)","Females","From 15 to 74 years","No response","Percentage",":","u"
"2006","Estonia","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.9",""
"2006","Estonia","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.5",""
"2006","Estonia","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.3",""
"2006","Estonia","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.2",""
"2006","Estonia","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Estonia","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.2",""
"2006","Estonia","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.2",""
"2006","Estonia","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.1",""
"2006","Estonia","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.3","u"
"2006","Estonia","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Estonia","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.6",""
"2006","Estonia","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","13.1","u"
"2006","Estonia","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.5",""
"2006","Estonia","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.2",""
"2006","Estonia","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Ireland","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.4",""
"2006","Ireland","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.8",""
"2006","Ireland","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.2",""
"2006","Ireland","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.7",""
"2006","Ireland","Total","From 15 to 74 years","No response","Percentage","5.8",""
"2006","Ireland","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.6",""
"2006","Ireland","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.7",""
"2006","Ireland","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.0",""
"2006","Ireland","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.8",""
"2006","Ireland","Males","From 15 to 74 years","No response","Percentage","5.3","u"
"2006","Ireland","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.2",""
"2006","Ireland","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.9",""
"2006","Ireland","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.4",""
"2006","Ireland","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.6",""
"2006","Ireland","Females","From 15 to 74 years","No response","Percentage",":","u"
"2006","Greece","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","9.0",""
"2006","Greece","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","8.2",""
"2006","Greece","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.8",""
"2006","Greece","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.3",""
"2006","Greece","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Greece","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.7",""
"2006","Greece","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","5.5",""
"2006","Greece","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.5",""
"2006","Greece","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.6",""
"2006","Greece","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Greece","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.8",""
"2006","Greece","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","13.5",""
"2006","Greece","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","16.3",""
"2006","Greece","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","10.3",""
"2006","Greece","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Spain","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.5",""
"2006","Spain","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","10.4",""
"2006","Spain","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","8.0",""
"2006","Spain","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.0",""
"2006","Spain","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Spain","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.4",""
"2006","Spain","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.7",""
"2006","Spain","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.6",""
"2006","Spain","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.5",""
"2006","Spain","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Spain","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.4",""
"2006","Spain","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","15.3",""
"2006","Spain","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","11.0",""
"2006","Spain","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","7.5",""
"2006","Spain","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","France","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.5",""
"2006","France","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.6",""
"2006","France","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.7",""
"2006","France","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.6",""
"2006","France","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","France","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.9",""
"2006","France","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.1",""
"2006","France","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.6",""
"2006","France","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.7",""
"2006","France","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","France","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","9.1",""
"2006","France","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","13.1",""
"2006","France","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","9.2",""
"2006","France","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.6",""
"2006","France","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Croatia","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","11.2","b"
"2006","Croatia","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.6","b"
"2006","Croatia","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","12.3","b"
"2006","Croatia","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.0","bu"
"2006","Croatia","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Croatia","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","9.9","b"
"2006","Croatia","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","13.1","bu"
"2006","Croatia","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","10.2","b"
"2006","Croatia","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.9","bu"
"2006","Croatia","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Croatia","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","12.8","b"
"2006","Croatia","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.1","bu"
"2006","Croatia","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","15.2","b"
"2006","Croatia","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.9","bu"
"2006","Croatia","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Italy","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.8",""
"2006","Italy","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","8.1",""
"2006","Italy","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.2",""
"2006","Italy","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.2",""
"2006","Italy","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Italy","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.4",""
"2006","Italy","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.4",""
"2006","Italy","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.9",""
"2006","Italy","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.8",""
"2006","Italy","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Italy","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.8",""
"2006","Italy","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","11.5",""
"2006","Italy","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.9",""
"2006","Italy","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","6.5",""
"2006","Italy","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Cyprus","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.6",""
"2006","Cyprus","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","4.8",""
"2006","Cyprus","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.5",""
"2006","Cyprus","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.4",""
"2006","Cyprus","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Cyprus","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","3.9",""
"2006","Cyprus","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","4.1",""
"2006","Cyprus","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.0",""
"2006","Cyprus","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.4",""
"2006","Cyprus","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Cyprus","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.4",""
"2006","Cyprus","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","5.9",""
"2006","Cyprus","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.2",""
"2006","Cyprus","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.3",""
"2006","Cyprus","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Latvia","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.0",""
"2006","Latvia","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.6",""
"2006","Latvia","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.2",""
"2006","Latvia","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.1",""
"2006","Latvia","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Latvia","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.3",""
"2006","Latvia","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","14.0",""
"2006","Latvia","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.1",""
"2006","Latvia","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.6",""
"2006","Latvia","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Latvia","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.7",""
"2006","Latvia","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","15.9",""
"2006","Latvia","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.4",""
"2006","Latvia","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","4.4",""
"2006","Latvia","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Lithuania","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.8",""
"2006","Lithuania","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","10.5","u"
"2006","Lithuania","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.6",""
"2006","Lithuania","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.7","u"
"2006","Lithuania","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Lithuania","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.0",""
"2006","Lithuania","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","10.5","u"
"2006","Lithuania","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.3",""
"2006","Lithuania","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage",":","u"
"2006","Lithuania","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Lithuania","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.6",""
"2006","Lithuania","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage",":","u"
"2006","Lithuania","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.9",""
"2006","Lithuania","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage",":","u"
"2006","Lithuania","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Luxembourg","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.7",""
"2006","Luxembourg","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.6",""
"2006","Luxembourg","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.4",""
"2006","Luxembourg","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.1",""
"2006","Luxembourg","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Luxembourg","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","3.6",""
"2006","Luxembourg","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","4.9",""
"2006","Luxembourg","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","3.3",""
"2006","Luxembourg","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.4","u"
"2006","Luxembourg","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Luxembourg","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.2",""
"2006","Luxembourg","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","8.8",""
"2006","Luxembourg","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","5.9",""
"2006","Luxembourg","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.9","u"
"2006","Luxembourg","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Hungary","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.5",""
"2006","Hungary","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","16.8",""
"2006","Hungary","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.9",""
"2006","Hungary","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.6",""
"2006","Hungary","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Hungary","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.1",""
"2006","Hungary","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","17.3",""
"2006","Hungary","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.3",""
"2006","Hungary","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.6",""
"2006","Hungary","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Hungary","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","7.9",""
"2006","Hungary","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","16.2",""
"2006","Hungary","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","7.8",""
"2006","Hungary","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.7",""
"2006","Hungary","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Malta","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.8",""
"2006","Malta","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","9.0",""
"2006","Malta","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.2",""
"2006","Malta","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.6","u"
"2006","Malta","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Malta","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","6.1",""
"2006","Malta","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.9",""
"2006","Malta","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","3.4",""
"2006","Malta","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage",":","u"
"2006","Malta","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Malta","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","8.3",""
"2006","Malta","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","12.0",""
"2006","Malta","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","6.0","u"
"2006","Malta","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage",":","u"
"2006","Malta","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Netherlands","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","3.9",""
"2006","Netherlands","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","6.1",""
"2006","Netherlands","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","3.6",""
"2006","Netherlands","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.3",""
"2006","Netherlands","Total","From 15 to 74 years","No response","Percentage","7.0",""
"2006","Netherlands","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","3.5",""
"2006","Netherlands","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","5.1",""
"2006","Netherlands","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","3.3",""
"2006","Netherlands","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.3",""
"2006","Netherlands","Males","From 15 to 74 years","No response","Percentage","6.7",""
"2006","Netherlands","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","4.4",""
"2006","Netherlands","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","7.4",""
"2006","Netherlands","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.0",""
"2006","Netherlands","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.3",""
"2006","Netherlands","Females","From 15 to 74 years","No response","Percentage","7.3",""
"2006","Austria","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.3","b"
"2006","Austria","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","10.1","b"
"2006","Austria","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.5","b"
"2006","Austria","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.9","b"
"2006","Austria","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Austria","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.0","b"
"2006","Austria","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","10.9","b"
"2006","Austria","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.3","b"
"2006","Austria","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","2.4","b"
"2006","Austria","Males","From 15 to 74 years","No response","Percentage",":",""
"2006","Austria","Females","From 15 to 74 years","All ISCED 2011 levels ","Percentage","5.6","b"
"2006","Austria","Females","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","9.4","b"
"2006","Austria","Females","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","4.8","b"
"2006","Austria","Females","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","3.6","b"
"2006","Austria","Females","From 15 to 74 years","No response","Percentage",":",""
"2006","Poland","Total","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.9",""
"2006","Poland","Total","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","22.4",""
"2006","Poland","Total","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","14.9",""
"2006","Poland","Total","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.9",""
"2006","Poland","Total","From 15 to 74 years","No response","Percentage",":",""
"2006","Poland","Males","From 15 to 74 years","All ISCED 2011 levels ","Percentage","13.0",""
"2006","Poland","Males","From 15 to 74 years","Less than primary, primary and lower secondary education (levels 0-2)","Percentage","22.0",""
"2006","Poland","Males","From 15 to 74 years","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Percentage","13.3",""
"2006","Poland","Males","From 15 to 74 years","Tertiary education (levels 5-8)","Percentage","5.3",""
"2006","Poland","Males","From 15 to 74 years","No response","Percentage",":",""
